league | aatrox | noun | 아트록스 | aatrox is a strong blind pick | 아트록스는 무난한 선픽이야
league | otp | noun | 원챔충 | don't ban his otp | 쟤 원챔충이니까 밴하지 마
league | otp | noun | 장인 | literal talon otp ruining my lobby | 탈론 장인충이 내 로비 다 망치네
league | otp | noun | 장인 | banning the otp's champ makes them dodge | 장인 챔 밴하면 알아서 닷지 침
league | otp mental | noun | 원챔충 멘탈 | He has typical otp mental, just dodge. | 쟤 전형적인 원챔충 멘탈이니까 그냥 닷지해.
league | otp mental | noun | 원챔충 멘탈 | Typical otp mental, he’s already tilted. | 전형적인 원챔충 멘탈이라 벌써 멘탈 나갔네.
league | otp mental | noun | 원챔충 멘탈 | Don't let his otp mental lose us the game. | 쟤 원챔충 멘탈 때문에 게임 지지 마.
league | otp mental | noun | 원챔충 멘탈 | OTP mental is a real problem in low elo. | 저티어에선 원챔충 멘탈이 진짜 문제야.
league | otp mental | noun | 원챔충 멘탈 | Typical OTP mental, crying over a ban. | 밴 당했다고 징징대는 거 전형적인 원챔충 멘탈이네.
league | otp mental | noun | 원챔충 멘탈 | That's pure OTP mental. | 원챔충 멘탈 그 자체네.
league | otp mental | noun | 원챔충 멘탈 | His OTP mental is showing. | 원챔충 본색 나오네.
league | otp mental | noun | 원챔충 멘탈 | Don't go full OTP mental. | 원챔충 멘탈 좀 버려.
league | out-rotate | verb | 합류승리하다 | we completely out-rotated them | 우리가 쟤네 상대로 완벽하게 합류승리했어
league | out-rotate | verb | 운영압도하다 | out rotating their team across the map | 맵 전체 돌아다니면서 쟤네 운영압도하는 중이야
league | out-smited | predicate | 강타스틸당하다 | our jungler got out-smited again gg | 우리 정글 또 강타스틸당했네 지지
league | outclass | verb | 압도하다 | their jungler is outclassing mine in every single aspect | 상대 정글이 우리 정글 모든 면에서 압도해
league | outclass | verb | 서열정리하다 | chovy completely outclassed his opponent in lane | 쵸비가 라인전에서 상대 완벽하게 서열정리했어
league | outdraft | verb | 밴픽압도하다 | our draft is so clean we completely outdrafted them from champ select | 우리 조합 너무 깔끔해 챔피언 선택 창에서부터 우리가 쟤네 완벽하게 밴픽압도했어
league | outdraft | verb | 밴픽압도하다 | we outdrafted them so hard it's a free win | 우리 쟤네 밴픽압도해서 이거 공짜 승리야
league | outfarm | verb | 씨에스압도하다 | even though i have no kills, i outfarmed my laner by 100 cs | 나 킬 없어도 내 라이너 100개 차이로 씨에스압도했어
league | outlevel | verb | 레벨압도하다 | nidalee will outlevel the enemy jungler if she keeps counterjungling | 니달리 계속 카정하면 상대 정글 레벨압도할 거야
league | outmechanic | verb | 피지컬제압하다 | irelia will completely outmechanic you if you miss your skillshots | 너 스킬 빗나가면 이렐리아가 널 완벽하게 피지컬제압할 거야
league | outplay | verb | 제압하다 | outplaying the gank easily | 갱킹 가볍게 제압했어
league | outplay | verb | 피지컬제압하다 | he completely outplayed the 1v2 dive | 쟤 1대2 다이브 완벽하게 피지컬제압했어
league | outplay | verb | 피지컬제압하다 | i just outplayed him so hard | 나 방금 쟤 엄청 심하게 피지컬제압했어
league | outplayed | verb | 역관광당하다 | i tried to dive him but i got completely outplayed | 내가 쟤한테 다이브 시도했는데 완전히 역관광당했어
league | outplayed | predicate | 피지컬제압당하다 | you just got outplayed so hard please don't chat anymore | 너 방금 엄청나게 피지컬제압당했으니까 제발 채팅 금지해
league | outscale | verb | 왕귀하다 | we outscale them completely late | 우리 후반 가면 쟤네 상대로 완벽하게 왕귀해
league | outscale | verb | 밸류역전하다 | stalling until our comp outscales | 우리 조합 밸류역전할 때까지 존버하는 중이야
league | outscale | verb | 밸류압도하다 | we outscale them late game | 우리 후반 가면 쟤네 밸류압도해
league | outscale | verb | 후반압도하다 | don't worry we outscale them eventually | 걱정하지 마 우리 결국 쟤네 후반압도해
league | outscaling point | noun | 밸류 역전 타이밍 | We hit the outscaling point, we win 5v5s. | 우리 밸류 역전 타이밍 왔어, 5대5 한타 무조건 이겨.
league | outscaling point | noun | 밸류 역전 타이밍 | When is our outscaling point? | 우리 밸류 역전 타이밍 언제야?
league | outscaling point | noun | 밸류 역전 타이밍 | We passed the outscaling point. | 밸류 역전 타이밍 지났어.
league | outscaling point | noun | 밸류 역전 타이밍 | Reach the outscaling point safely. | 안전하게 밸류 역전 타이밍까지 버텨.
league | outsmite | verb | 강타압도하다 | enemy lee sin easily outsmited our jungler | 상대 리 신이 우리 정글 가볍게 강타압도했어
league | over heal | noun | 과다치유 | over heal converts excess life steal into a shield | 과다치유는 초과된 피흡을 쉴드로 바꿔줘
league | over-the-wall steal | noun | 벽 너머 스틸 | he's gonna try an over-the-wall steal, ward it | 쟤 벽 너머 스틸 노릴 거야, 와드 해
league | over-the-wall steal | noun | 벽 너머 스틸 | He's gonna try an over-the-wall steal, ward it. | 쟤 벽 너머 스틸 노릴 거야, 와드 해.
league | over-the-wall steal | noun | 벽 너머 스틸 | They love over-the-wall steal attempts. | 쟤네 벽 너머 스틸 시도하는 거 엄청 좋아해.
league | over-the-wall steal | noun | 벽 너머 스틸 | I failed the over-the-wall steal. | 벽 너머 스틸 실패했어.
league | over-the-wall steal | noun | 벽 너머 스틸 | That over-the-wall steal was pure luck. | 방금 벽 너머 스틸은 순수 운빨이야.
league | overcap | verb | 쿨감초과하다 | buying that will overcap your stats | 그거 사면 너 스탯 쿨감초과해
league | overcap | verb | 스탯낭비하다 | overcapping on attack speed is useless | 공격 속도 스탯낭비하는 건 쓸모가 없어
league | overextend | verb | 무리하다 | you always overextend without vision | 너 시야 없이 항상 무리해
league | overextended | modifier | 무리한 | punish their overextended carry | 쟤네 무리한 캐리 응징해
league | overextended | predicate | 뇌절하다 | you overextended without vision and died | 너 시야 없이 뇌절하고 사망했어
league | overgrowth | noun | 과잉성장 | overgrowth passively increases your maximum health | 과잉성장은 패시브로 최대 체력을 늘려줘
league | overgrowth | noun | 과잉성장 | getting so much free hp from overgrowth | 과잉성장으로 꽁짜 피통 존나 늘리네
league | overgrowth | noun | 과잉성장 | overgrowth makes him so tanky late | 과잉성장 때문에 쟤 후반에 존나 단단해지네
league | overgrowth | noun | 과잉성장 | stacking overgrowth to become a raid boss | 과잉성장 스택 쌓고 레이드 보스 되려고 하네
league | overheal | noun | 과다치유 | overheal shield making the adc so tanky | 과다치유 쉴드 때문에 원딜 존나 단단하네
league | overheal | noun | 과다치유 | adc should take overheal here | 여기선 원딜 과다치유 들어야 함
league | overheal | noun | 과다치유 | overheal shielding half my hp bar | 과다치유 쉴드가 내 피통 반을 덮네
league | overkill | verb | 오버킬하다 | using three ultimates on a support yuumi is overkilling it | 서폿 유미한테 궁극기 세 개 사용하는 건 오버킬하는 거야
league | overkill | verb | 딜낭비하다 | don't overkill the target save your burst for their fed ad carry | 타겟한테 딜낭비하지 마 잘 큰 원딜한테 폭딜 아껴
league | overpowered | modifier | 개사기인 | smolder is so overpowered right now | 스몰더 지금 완전 개사기인 상태야
league | overstay | noun | 무리 | the team wiped because of a massive overstay | 심하게 무리하다가 팀 다 쓸렸어
league | overstay | noun | 뇌절 | we got baron just recall don't overstay | 바론 먹었으면 걍 집 가 뇌절하지 말고
league | overstay | verb | 뇌절하다 | we got the tower so stop overstaying | 타워 파괴했으니까 그만 뇌절해
league | overstay | verb | 무리하다 | you always overstay and get killed | 넌 항상 무리하다가 사망해
league | overstep | verb | 앞무빙 치다 | He overstepped and gave his shutdown. | 앞무빙 치다가 제압골 줬네.
league | overstep | verb | 앞무빙 치다 | Don't overstep here. | 여기서 앞무빙 치지 마.
league | overstep | verb | 앞무빙 치다 | He always oversteps in lane. | 쟤 라인전에서 맨날 앞무빙 쳐.
league | overstep | verb | 앞무빙 치다 | I overstepped for a ward. | 와드 박다가 앞무빙 쳤어.
league | overstep | verb | 앞무빙하다 | don't overstep without vision | 시야도 없이 앞무빙하지 마
league | overstep | verb | 무리하다 | overstepping and dying to the gank | 무리하다가 갱킹 당해서 죽었어
league | packet loss | noun | 패킷 로스 | Getting massive packet loss right now. | 나 지금 패킷 로스 엄청 심해.
league | packet loss | noun | 패킷 로스 | Packet loss is crazy today. | 오늘 패킷 로스 심하네.
league | packet loss | noun | 패킷 로스 | I can't move with this packet loss. | 패킷 로스 때문에 움직이질 못하겠다.
league | packet loss | noun | 패킷 로스 | Packet loss got me killed. | 패킷 로스 때문에 죽었네.
league | pantheon | noun | 판테온 | pantheon used grand starfall to block their escape | 판테온이 도망가는 거 막으려고 궁 썼어
league | pantheon | noun | 빵테 | pantheon falling from the sky to steal my kill | 빵테가 하늘에서 떨어져서 내 킬 뺏어먹네
league | passive | noun | 패시브 | What does his passive even do? | 쟤 패시브 대체 뭐하는 거냐?
league | passive | noun | 패시브 | His passive is broken. | 쟤 패시브 개사기네.
league | passive | noun | 패시브 | Proc your passive first. | 패시브부터 터뜨려.
league | passive | noun | 패시브 | I forgot about her passive. | 쟤 패시브를 까먹었네.
league | passive | noun | 패시브 | braum's passive stuns enemies after four hits | 브라움 패시브는 4타 치면 적을 스턴 먹여
league | passive | noun | 패시브 | akshan passive is literally a whole essay | 아크샨 패시브는 진짜 논문 수준임
league | passive | modifier | 소극적인 | a passive laner loses priority | 소극적인 라이너는 주도권 상실해
league | passive | predicate | 소극플레이하다 | just play passive and scale | 걍 소극플레이하고 왕귀해
league | patch | noun | 패치 | new patch changed everything | 새 패치가 모든 걸 다 바꿔놨어
league | patch | noun | 밸런스 패치 | wake up babe, new patch just dropped | 야 일어나, 방금 새 밸런스 패치 떴다
league | patch note reading | noun | 패치노트 정독 | Do some patch note reading before ranked. | 랭겜 돌리기 전에 패치노트 정독 좀 해라.
league | patch note reading | noun | 패치노트 정독 | I spent an hour on patch note reading. | 패치노트 정독하느라 1시간 썼어.
league | patch note reading | noun | 패치노트 정독 | Patch note reading is essential for climbing. | 티어 올리려면 패치노트 정독은 필수야.
league | patch note reading | noun | 패치노트 정독 | Try some patch note reading for once. | 제발 패치노트 정독 좀 한번 해봐.
league | patch note reading | noun | 패치노트 정독 | Do some patch note reading before playing. | 게임하기 전에 패치노트 정독 좀 해.
league | patch note reading | noun | 패치노트 정독 | Did you skip patch note reading? | 패치노트 안 읽었냐?
league | patch note reading | noun | 패치노트 정독 | Patch note reading pays off. | 패치노트 정독은 해야 된다.
league | patch note reading | noun | 패치노트 정독 | He never does patch note reading. | 쟤 패치노트 안 읽는다.
league | path | noun | 동선 | his pathing makes absolutely zero sense | 쟤 정글 동선은 진짜 이해가 안 가네
league | path | verb | 이동하다 | where is bro pathing he started red and went straight top | 얘 어디로 이동하냐 레드 시작하고 탑으로 바로 직진했네
league | path | verb | 정글링하다 | pathing towards bot for dragon | 용 파밍하려고 바텀 쪽으로 정글링하네
league | path | verb | 동선계획하다 | i will path towards botside after red | 나 레드 먹고 바텀 쪽으로 동선계획할게
league | path | verb | 동선설계하다 | where is our lee sin pathing he started red and ran straight top lane | 우리 리신 어디로 동선설계해 레드 시작하고 탑으로 바로 직진했어
league | path error | noun | 동선실수 | their jungler made a huge pathing error and showed up level 2 at 4 minutes | 상대 정글 엄청난 동선실수하고 사 분에 이 레벨로 등장했어
league | pathing | noun | 정글 동선 | worst jungle pathing i have ever seen | 내가 본 것 중 최악의 정글 동선이다
league | pathing | noun | 동선 | exposing his pathing on an early ward | 초반 와드에 상대 동선 다 털렸네
league | pathing | noun | 정글 동선 | their jungler has superior pathing | 상대 정글 동선이 우리보다 낫네
league | pathing error | noun | 동선실수 | their jungler made a huge pathing error and showed up level 2 at 4 minutes | 상대 정글 엄청난 동선실수하고 사 분에 이 레벨로 등장했어
league | pathing mistake | noun | 동선 낭비 | Jungler made a huge pathing mistake. | 정글 동선 낭비 심하게 했네.
league | pathing mistake | noun | 동선 낭비 | That pathing mistake cost a drake. | 동선 낭비 때문에 용 뺏겼어.
league | pathing mistake | noun | 동선 낭비 | Avoid pathing mistakes early. | 초반 동선 낭비 하지 마.
league | pathing mistake | noun | 동선 낭비 | Massive pathing mistake there. | 방금 동선 낭비 컸네.
league | pbe testing | noun | PBE 서버 테스트 | It's still in PBE testing, don't worry. | 그거 아직 PBE 서버 테스트 중이니까 걱정 마.
league | pbe testing | noun | PBE 서버 테스트 | It's only in PBE testing. | 아직 PBE 서버 테스트 단계야.
league | pbe testing | noun | PBE 서버 테스트 | PBE testing looked broken. | PBE 서버 테스트부터 이상했어.
league | pbe testing | noun | PBE 서버 테스트 | Wait for PBE testing results. | PBE 서버 테스트 결과 보자.
league | peel | noun | 아군 보호 | the support must peel for the ad carry | 서폿은 무조건 원딜을 보호해야 돼
league | peel | noun | 시팅 | asking my tank to peel the assassin off me | 탱커한테 내 옆에 붙은 암살자 좀 떼어달라고 시팅 요쳥함
league | peel | noun | 원딜 보호 | braum is the ultimate peeling machine | 브라움은 최고의 원딜 보호 기계지
league | peel | verb | 원딜보호하다 | our team has zero peel | 우리 팀은 원딜보호하는 게 아예 없어
league | peel | verb | 시팅하다 | peel the carry and we win | 원딜 시팅하면 우리 이겨
league | peel | verb | 마크하다 | you must peel for our adc | 넌 우리 원딜 마크해야 돼
league | peel | verb | 마크하다 | peeling the frontline off the carry | 원딜 공격하는 앞라인 마크하는 중
league | peel | verb | 아군보호하다 | peel for the adc you monkeys | 원딜 아군보호해 원숭이들아
league | peel back | verb | 후퇴지원하다 | they have too much engage peel back and protect our kog'maw | 쟤네 이니시 너무 강력해 후퇴지원하고 우리 코그모 보호해
league | peel comp | noun | 시팅 조합 | They are running a full peel comp. | 쟤네 완전 시팅 조합이네.
league | peel comp | noun | 시팅 조합 | We can't reach their carry through that peel comp. | 시팅 조합이라 원딜 못 문다.
league | peel comp | noun | 시팅 조합 | Peel comp is annoying to play against. | 시팅 조합 상대하기 짜증난다.
league | peel comp | noun | 시팅 조합 | Just front-to-back with this peel comp. | 시팅 조합이니까 정석 한타 해.
league | peel comp | noun | 시팅 조합 | They are running a full peel comp. | 쟤네 완전 시팅 조합이네.
league | peel comp | noun | 시팅 조합 | We can't reach their carry through that peel comp. | 시팅 조합이라 원딜 못 문다.
league | peel comp | noun | 시팅 조합 | Peel comp is annoying to play against. | 시팅 조합 상대하기 짜증난다.
league | peel comp | noun | 시팅 조합 | Just front-to-back with this peel comp. | 시팅 조합이니까 정석 한타 해.
league | peel-heavy | modifier | 지키는 | a peel-heavy support makes adc unkillable | 지키는 서폿은 원딜을 불사신으로 만들어
league | peeler | noun | 시팅 담당 | play as a peeler for the jinx | 징크스 시팅 담당으로 플레이해
league | peeling | verb | 아군보호하다 | support needs to peel for jinx instead of chasing | 서폿은 추격하지 말고 징크스 아군보호해야 돼
league | peeling | modifier | 아군보호하는 | a peeling janna wins the game | 아군보호하는 잔나가 게임 승리해
league | peeling | predicate | 아군보호하다 | just stay back and start peeling | 걍 뒤에서 대기하고 아군보호해
league | percent hp damage | noun | 퍼뎀 | You can't tank her, she has percent HP damage. | 쟤 퍼뎀 있어서 탱킹 안 돼.
league | percent hp damage | noun | 퍼뎀 | Percent HP damage is broken. | 퍼뎀 진짜 사기다.
league | percent hp damage | noun | 퍼뎀 | Watch out for the percent HP damage. | 퍼뎀 조심해.
league | percent hp damage | noun | 퍼뎀 | They have too much percent HP damage. | 쟤네 퍼뎀 너무 많아.
league | perfect timing | noun | 완벽한 타이밍 | perfect timing gives you a free stopwatch | 완벽한 타이밍은 공짜 초시계를 줘
league | phage | noun | 탐식 | phage gives great sustain | 탐식이 유지력 개달달해
league | phage | noun | 탐식의 망치 | phage movement speed keeps you sticking to them | 탐식의 망치 이속으로 쟤네한테 딱 달라붙어
league | phase rush | noun | 난입 | vladimir uses phase rush to escape sticky situations | 블라디미르는 빡센 상황에서 벗어나려고 난입을 써
league | phase rush | noun | 난입 | proccing phase rush and running away like a coward | 난입 터뜨리고 쫄보마냥 도망가네
league | phase rush | noun | 난입 | he procced phase rush and ran away | 쟤 난입 터뜨리고 도망갔어
league | phase rush | noun | 난입충 | phase rush garen running at mach 10 | 난입충 가렌 마하 10으로 뛰어오네
league | physical damage | noun | 물뎀 | Assassins deal pure physical damage. | 암살자들은 순수 물뎀을 넣어.
league | physical damage | noun | 물리 피해 | Physical damage is useless against Rammus. | 람머스 상대로 물리 피해는 의미가 없어.
league | physical damage | noun | 물뎀 | Their comp is all physical damage. | 쟤네 조합 물뎀밖에 없어.
league | physical damage | noun | 물리 피해 | Stack armor against their physical damage. | 쟤네 물리 피해 막으려면 방어력 올려.
league | physical damage | noun | 물리 피해 | auto attacks deal physical damage | 평타는 물리 피해를 입혀
league | physical dmg | noun | 물뎀 | checking the graph for physical dmg taken | 물뎀 얼마나 맞았는지 그래프 확인하는 중
league | pick off | verb | 기습하다 | pick off the support placing wards | 와드하는 서폿 기습해
league | pick/ban | noun | 밴픽 | we lost in pick/ban honestly | 솔직히 우리 밴픽에서 졌어
league | pick/ban | noun | 챔프 선택 단계 | their pick/ban strategy was flawless | 쟤네 밴픽 전략 완벽하더라
league | ping | noun | 핑 (신호) | pay attention to my ping | 내 핑 (신호) 좀 잘 봐
league | ping | noun | 핑 | stop spamming the question mark ping on my body | 내 시체에다 물음표 핑 도배 좀 그만해
league | ping | verb | 핑을 찍다 | stop pinging my smite | 내 강타에 핑을 찍지 마
league | ping | verb | 핑하다 | ping when your ultimate is ready | 궁극기 준비되면 핑해
league | ping | verb | 핑사용하다 | please ping missing as soon as your laner leaves the screen | 네 라이너 화면에서 사라지면 제발 바로 미아 핑사용해
league | ping diff | noun | 핑 차이 | I missed Smite because of ping diff. | 나 핑 차이 때문에 강타 놓쳤어.
league | ping diff | noun | 핑 차이 | That's a ping diff. | 핑 차이네.
league | ping diff | noun | 핑 차이 | I can't play on this ping diff. | 이 핑 차이로는 못 하겠다.
league | ping diff | noun | 핑 차이 | Ping diff ruined that fight. | 핑 차이 때문에 한타 망했다.
league | pink | noun | 핑와 | always carry a pink ward | 항상 핑와 하나씩 들고 다녀
league | pink | noun | 제어 와드 | drop a pink on the baron pit | 바론 둥지에 제어 와드 하나 박아
league | pink | noun | 핑와 | drop a pink in the baron pit | 바론 둥지에 핑와 하나 박아
league | pink | noun | 핑크 와드 | pink out the drake pit | 용 둥지 핑와로 시야 싹 지워
league | pink | noun | 제와 | clear the pink in the river | 강가에 제와 좀 지워
league | pink ward | noun | 핑와 | clear the pink ward in the tri-bush | 삼거리 핑와 좀 지워
league | pink ward | noun | 핑크 와드 | pink ward completely invalidates eve | 핑크 와드 박으면 이블린 걍 병신됨
league | pink ward | noun | 핑와 | drop a pink ward in the baron pit | 바론 둥지에 핑와 하나 박아
league | pink ward | noun | 핑와 | someone drop a pink ward here | 누가 여기 핑와 좀 박아봐
league | pink ward | verb | 핑와사용하다 | pink ward the river every time you base | 귀환할 때마다 강가에 핑와사용해
league | pisslow | noun | 벌레티넘 | That was a peak pisslow play. | 진짜 전형적인 벌레티넘 플레이네.
league | pisslow | noun | 벌레티넘 | This lobby is pisslow. | 이 판 벌레티넘이다.
league | pisslow | noun | 벌레티넘 | Stop making pisslow mistakes. | 벌레티넘 실수 좀 그만해.
league | pisslow | noun | 벌레티넘 | That's some pisslow gameplay. | 벌레티넘 플레이 나오네.
league | pixel brush | noun | 강가 점부쉬 | Control the pixel brush for Scuttle. | 바위게 먹게 강가 점부쉬 시야 잡아.
league | pixel brush | noun | 쪼가리 부쉬 | There's a pink in the pixel brush. | 저 쪼가리 부쉬에 핑와 있어.
league | pixel brush | noun | 강가 점부쉬 | Check the pixel brush. | 강가 점부쉬 확인해.
league | pixel brush | noun | 강가 점부쉬 | Fight for the pixel brush first. | 강가 점부쉬부터 먹자.
league | placement games | noun | 배치고사 | I won all my placement games. | 나 배치고사 전승했어.
league | placement games | noun | 배치고사 | Placement games are rough. | 배치 빡세네.
league | placement games | noun | 배치고사 | I finished my placement games. | 배치 끝냈어.
league | placement games | noun | 배치고사 | One more placement game. | 배치 한 판 남았다.
league | placement matches | noun | 배치고사 | I won all my placement matches. | 나 배치고사 다 이겼어.
league | placement matches | noun | 배치고사 | Placement matches are done. | 배치 끝났다.
league | placement matches | noun | 배치고사 | Good luck in your placement matches. | 배치 잘 봐.
league | placement matches | noun | 배치고사 | I'm starting placement matches today. | 오늘 배치 시작한다.
league | placement matches | noun | 배치고사 | I went zero-five in my placement matches. | 나 배치고사 0승 5패 박았어.
league | placement matches | noun | 배치고사 | Placement matches are brutal. | 배치고사 개빡세네.
league | placement matches | noun | 배치고사 | I'm starting my placement matches. | 배치고사 보러 간다.
league | placement matches | noun | 배치고사 | One more placement match left. | 배치 한 판 남았다.
league | plated steelcaps | noun | 판금 장화 | buy plated steelcaps against full attack damage comps | 올 공격력 조합 상대로는 판금 장화를 사
league | plates | noun | 채굴 | stay for one more plate | 남아서 채굴 한 칸만 더 하자
league | plates | noun | 포탑 방패 | dropping rift herald for tower plates | 포탑 방패 뜯으려고 전령 푸네
league | plates | verb | 포탑채굴하다 | let's take all the plates before 14 minutes | 14분 전에 모든 포탑채굴하자
league | play aggressive | verb | 공격플레이하다 | play aggressive here we have deep vision | 우리 깊은 시야 확보했으니까 여기서 공격플레이해
league | play behind | verb | 후방대기하다 | i am weak early game so i will just play behind my minions | 나 초반에 약하니까 걍 미니언 뒤에서 후방대기할게
league | play for scaling | verb | 후반도모하다 | our lanes are losing but we play for scaling so don't surrender | 우리 라인전 패배 중이지만 우리 후반도모하니까 서렌반대해
league | play safe | verb | 안전플레이하다 | just play safe under tower and soak xp | 걍 타워 밑에서 안전플레이하고 경험치만 파밍해
league | play-ins | noun | 플인 | They have to survive play-ins first. | 쟤네 우선 플인부터 뚫어야 돼.
league | play-ins | noun | 플인 | Play-ins are always chaotic. | 플인은 항상 혼란스러워.
league | play-ins | noun | 플인 | We are stuck in play-ins. | 우리 플인에서 막혔어.
league | play-ins | noun | 플인 | Play-ins are just for warming up. | 플인은 걍 몸 풀기지.
league | pocket | verb | 전담보조하다 | yuumi is just going to pocket the fed red kayn and ignore everyone else | 유미 걍 잘 큰 다르킨 전담보조하고 나머지 다 무시할 거야
league | pocket pick | noun | 조커픽 | anivia is my pocket pick | 애니비아가 내 조커픽임
league | pocket pick | verb | 조커픽사용하다 | when i'm on a demotion match i always bring out my pocket pick anivia | 나 강등전일 때는 항상 내 조커픽사용해서 애니비아 꺼내
league | point-and-click | noun | 딸깍 스킬 | lulu has a point-and-click polymorph | 룰루는 딸깍 스킬 변이가 있잖아
league | point-and-click | noun | 확정 타겟팅 | point-and-click cc takes zero skill | 확정 타겟팅 CC는 피지컬이 아예 필요 없어
league | point-and-click | modifier | 타겟팅인 | point-and-click cc is the only way to stop master yi | 타겟팅인 씨씨기만이 마스터 이 막는 유일한 방법이야
league | poke | noun | 포킹 | ezreal is great at landing poke damage before fights | 이즈리얼은 한타 전에 포킹 딜 넣는 걸 엄청 잘해
league | poke | noun | 짤짤이 | getting poked under tower for ten minutes | 10분 내내 타워 밑에서 짤짤이 쳐맞는 중
league | poke | verb | 포킹하다 | poke them down before engaging | 이니시하기 전에 쟤네 포킹해
league | poke damage | noun | 포킹 딜 | Jayce poke damage is half my HP. | 제이스 포킹 딜 맞으면 피 반 나가.
league | poke damage | noun | 포킹 딜 | Their poke damage is annoying. | 쟤네 포킹 딜 짜증나네.
league | poke damage | noun | 포킹 딜 | We need more poke damage. | 포킹 딜 좀 더 필요해.
league | poke damage | noun | 포킹 딜 | Poke damage won that fight. | 포킹 딜로 한타 이겼네.
league | poked | modifier | 포킹당한 | heal the poked teammates | 포킹당한 팀원들 힐해
league | poked | predicate | 포킹당하다 | we got poked down before dragon | 우리 용 전에 포킹당했어
league | poked | predicate | 포킹당하다 | we got poked out before the dragon spawned | 우리 용 나오기도 전에 포킹당했어
league | pom | noun | 침착 | without pom i literally run out of mana in two seconds | 침착 없으면 진짜 2초 만에 마나 다 털림
league | pom | noun | 침착 | pom refunding my mana pool | 침착 터져서 풀마나 됨
league | pool | verb | 챔프폭확장하다 | you need to pool more champions to climb | 티어 올리려면 너 챔프폭확장해야 돼
league | pop | verb | 소모시키다 | we popped his guardian angel so now we can just dive him | 우리 쟤 수호천사 소모시켰으니까 이제 걍 다이브하면 돼
league | pop off | verb | 폭주하다 | our katarina is popping off she just got a quadra kill | 우리 카타리나 방금 쿼드라 킬 달성하고 엄청 폭주하네
league | pop off | verb | 캐리하다 | i need to pop off this game if we want any chance of winning | 우리 승리가능하려면 나 이번 판 무조건 캐리해야 돼
league | poppy | noun | 뽀삐 | poppy knocked the jungler out of the pit | 뽀삐가 정글러 용 둥지 밖으로 날려버렸어
league | poppy | noun | 망치 요들 | poppy w blocking my dash is so annoying | 망치 요들 W가 내 돌진 막는 거 존나 빡침
league | positional error | noun | 포지션 뇌절 | Our ADC made a fatal positional error. | 우리 원딜 포지션 뇌절했네.
league | positional error | noun | 포지션 뇌절 | That positional error ended the game. | 저 포지션 뇌절로 게임 끝났어.
league | positional error | noun | 포지션 뇌절 | Stop making positional errors. | 포지션 뇌절 좀 그만해.
league | positional error | noun | 포지션 뇌절 | One positional error is enough. | 포지션 뇌절 한 번이면 충분해.
league | post game report | noun | 결과창 리포트 | Make sure to do a post-game report. | 안 까먹게 결과창 리포트 꼭 해라.
league | post game report | noun | 결과창 리포트 | Don't forget the post-game report. | 결과창 리포트 잊지 마.
league | post game report | noun | 결과창 리포트 | Post-game report him. | 결과창에서 리폿해.
league | post game report | noun | 결과창 리포트 | Easy post-game report. | 결과창 리포트 각이다.
league | post-game lobby | noun | 결과창 | report him in the post-game lobby | 결과창에서 쟤 리폿해
league | post-game lobby | noun | 겜 끝나고 로비 | don't leave the post-game lobby, i'm flaming him | 겜 끝나고 로비 나가지 마, 나 쟤한테 욕 좀 박아야겠다
league | pot | noun | 포션 | chugging a pot to survive the burn | 틱뎀 버티려고 포션 존나 빠는 중
league | pot | noun | 도핑 | popping an elixir to flip the baron | 바론 도박 치려고 도핑 영약 하나 빨았음
league | pot | noun | 포션 | popping my last pot to stay in lane | 라인 버티려고 마지막 포션 빠는 중
league | potion | noun | 포션 | don't forget to use your potion | 포션 먹는 거 까먹지 마
league | potion | noun | 물약 | ticking potion saved him from ignite | 점화 걸렸는데 물약 빨아서 살았네
league | power spike | noun | 전성기 타이밍 | I hit my power spike, let's fight. | 나 전성기 타이밍 왔어, 싸우자.
league | power spike | noun | 전성기 타이밍 | I'm at my power spike. | 나 전성기 타이밍이다.
league | power spike | noun | 전성기 타이밍 | Wait for the power spike. | 전성기 타이밍까지 기다려.
league | power spike | noun | 전성기 타이밍 | Their power spike is scary. | 쟤네 전성기 타이밍 무섭다.
league | power spike | noun | 전성기 타이밍 | I hit my power spike, let's fight. | 나 전성기 타이밍 왔어, 싸우자.
league | power spike | noun | 전성기 타이밍 | I'm at my power spike. | 나 전성기 타이밍이다.
league | power spike | noun | 전성기 타이밍 | Wait for the power spike. | 전성기 타이밍까지 기다려.
league | power spike | noun | 전성기 타이밍 | Their power spike is scary. | 쟤네 전성기 타이밍 무섭다.
league | predator | noun | 포식자 | the jungler channeled predator to gank the lane | 정글이 갱 가려고 포식자를 켰어
league | predator | noun | 포식자 | running it down with predator boots | 포식자 켜고 미드로 대놓고 던지네
league | predator | noun | 포식자 | nobody uses predator anymore | 이제 포식자 아무도 안 써
league | predator | noun | 포식자 | pop predator and run it down mid | 포식자 켜고 미드로 대놓고 던지네
league | premade | noun | 다인큐 | Playing against a sweaty premade sucks. | 빡겜하는 다인큐 상대하는 거 개같네.
league | premade | noun | 사전 구성 팀 | This premade is ruining my night. | 이 사전 구성 팀 때문에 내 밤이 망했어.
league | premade | noun | 다인큐 | They're definitely a premade. | 쟤네 무조건 다인큐야.
league | premade | noun | 사전 구성 팀 | That premade rotates way too well. | 저 사전 구성 팀 합 진짜 좋네.
league | premade bot | noun | 봇듀오 | They are a premade bot lane. | 쟤네 봇듀오네.
