basketball | 3-and-D | noun | 3앤D | Thompson is the ultimate 3-and-D. | 탐슨은 최고의 3앤D야.
basketball | kickout | noun | 킥아웃 패스 | LeBron's kickout to Korver. | 르브론이 코버에게 킥아웃.
basketball | kickout | noun | 킥아웃 패스 | Great kickout. | 킥아웃 좋았다.
basketball | kickout | noun | 킥아웃 패스 | The kickout led to a three. | 킥아웃으로 3점 만들었네.
basketball | kickout | noun | 킥아웃 패스 | Keep looking for the kickout. | 킥아웃 계속 봐줘.
basketball | Klay Thompson | noun | 클레이 탐슨 | Klay Thompson caught fire. | 클레이 탐슨이 불붙었어.
basketball | Klay Thompson | noun | 클레이 탐슨 | Klay Thompson got loose off the screen. | 클레이 탐슨이 스크린으로 벗어났어.
basketball | Klay Thompson | noun | 클레이 탐슨 | Klay Thompson drilled another three. | 클레이 탐슨이 또 3점을 넣었어.
basketball | Klay Thompson | noun | 클레이 탐슨 | Klay Thompson barely touched the ball. | 클레이 탐슨이 공을 거의 안 잡고 넣었어.
basketball | Kyrie Irving | noun | 카이리 어빙 | Kyrie Irving broke him down off the dribble. | 카이리 어빙이 드리블로 무너뜨렸어.
basketball | Kyrie Irving | noun | 카이리 어빙 | Kyrie Irving finished with a reverse layup. | 카이리 어빙이 리버스 레이업을 넣었어.
basketball | Kyrie Irving | noun | 카이리 어빙 | Kyrie Irving got to his spot. | 카이리 어빙이 자기 자리로 갔어.
basketball | Kyrie Irving | noun | 카이리 어빙 | Kyrie Irving hit a tough shot. | 카이리 어빙이 어려운 슛을 넣었어.
basketball | LaMelo Ball | noun | 라멜로 볼 | LaMelo Ball threw a flashy pass. | 라멜로 볼이 화려한 패스를 했어.
basketball | LaMelo Ball | noun | 라멜로 볼 | LaMelo Ball pushed the pace. | 라멜로 볼이 템포를 끌어올렸어.
basketball | LaMelo Ball | noun | 라멜로 볼 | LaMelo Ball found the cutter. | 라멜로 볼이 컷인 선수를 찾았어.
basketball | LaMelo Ball | noun | 라멜로 볼 | LaMelo Ball hit from deep. | 라멜로 볼이 장거리 슛을 넣었어.
basketball | Lauri Markkanen | noun | 라우리 마카넨 | Lauri Markkanen stretched the floor. | 라우리 마카넨이 공간을 넓혔어.
basketball | Lauri Markkanen | noun | 라우리 마카넨 | Lauri Markkanen knocked down the three. | 라우리 마카넨이 3점을 넣었어.
basketball | Lauri Markkanen | noun | 라우리 마카넨 | Lauri Markkanen attacked the closeout. | 라우리 마카넨이 클로즈아웃을 공략했어.
basketball | Lauri Markkanen | noun | 라우리 마카넨 | Lauri Markkanen got to the rim. | 라우리 마카넨이 림까지 들어갔어.
basketball | layup | noun | 레이업 | Curry misses a wide-open layup. | 커리가 노마크 레이업을 놓쳤네.
basketball | layup | noun | 레이업 | Easy layup. | 쉬운 레이업이다.
basketball | layup | noun | 레이업 | He blew the layup. | 레이업을 흘렸네.
basketball | layup | noun | 레이업 | Nice reverse layup. | 리버스 레이업 좋았다.
basketball | LeBron | noun | 르브론 | LeBron with the steal | 르브론 제임스가 스틸을 해냈어
basketball | LeBron James | noun | 르브론 제임스 | LeBron James pushed the break. | 르브론 제임스가 속공을 전개했어.
basketball | LeBron James | noun | 르브론 제임스 | LeBron James found the open man. | 르브론 제임스가 빈 선수를 찾았어.
basketball | LeBron James | noun | 르브론 제임스 | LeBron James attacked the rim. | 르브론 제임스가 림을 공략했어.
basketball | LeBron James | noun | 르브론 제임스 | LeBron James recorded a triple-double. | 르브론 제임스가 트리플더블을 기록했어.
basketball | load management | noun | 부하 관리 | Kawhi sits for load management. | 카와이가 부하 관리로 결장했어.
basketball | load management | noun | 부하 관리 | It's another load management night. | 또 부하 관리 경기야.
basketball | load management | noun | 부하 관리 | The team is using load management. | 팀이 부하 관리를 하고 있어.
basketball | load management | noun | 부하 관리 | Load management remains controversial. | 부하 관리는 여전히 논란이야.
basketball | lob | noun | 롭 패스 | Wade throws the lob. | 웨이드가 롭 패스 올린다.
basketball | lob | noun | 롭 패스 | Nice lob. | 롭 패스 좋았다.
basketball | lob | noun | 롭 패스 | He threw it too high. | 롭 패스가 높았네.
basketball | lob | noun | 롭 패스 | The lob was perfect. | 롭 패스가 완벽했다.
basketball | lob | verb | 앨리웁 패스하다 | He lobbed it to the big man. | 빅맨에게 앨리웁 패스했어.
basketball | lob | verb | 앨리웁 패스하다 | Trae lobbed it up. | 트레이가 앨리웁 패스했어.
basketball | lob | verb | 앨리웁 패스하다 | He lobbed it over the defense. | 수비 위로 앨리웁 패스했어.
basketball | lob | verb | 앨리웁 패스하다 | He lobbed it to the cutter. | 컷인 선수에게 앨리웁 패스했어.
basketball | lob | verb | 앨리웁패스하다 | He lobbed it to the rolling big. | 롤하는 빅맨에게 앨리웁패스했어.
basketball | lob | verb | 앨리웁패스하다 | Trae lobbed it over the defense. | 트레이가 수비 위로 앨리웁패스했어.
basketball | lob | verb | 앨리웁패스하다 | He lobbed it from the top of the key. | 정면에서 앨리웁패스했어.
basketball | lob | verb | 앨리웁패스하다 | Lob it when the center helps. | 센터가 헬프 오면 앨리웁패스해.
basketball | lob threat | noun | 롭 위협 | Jordan is a lob threat. | 디안드레 조던은 롭 위협이야.
basketball | lob threat | noun | 롭 위협 | He's always a lob threat. | 항상 롭 위협이 있어.
basketball | lob threat | noun | 롭 위협 | The defense respected his lob threat. | 수비가 롭을 의식했어.
basketball | lob threat | noun | 롭 위협 | A good lob threat changes everything. | 롭 위협 하나로 공격이 달라져.
basketball | lockdown defender | noun | 자물쇠 수비수 | Kawhi is a lockdown defender. | 카와이는 자물쇠 수비수야.
basketball | lockdown defender | noun | 자물쇠 수비수 | He's a true lockdown defender. | 진짜 자물쇠 수비수야.
basketball | lockdown defender | noun | 자물쇠 수비수 | The lockdown defender took the assignment. | 에이스 수비를 맡았어.
basketball | lockdown defender | noun | 자물쇠 수비수 | Every contender wants a lockdown defender. | 강팀은 자물쇠 수비수를 원해.
basketball | loose ball | noun | 루즈볼 | Smart dives for a loose ball. | 스마트가 루즈볼에 몸 던진다.
basketball | loose ball | noun | 루즈볼 | Fight for the loose ball. | 루즈볼 잡아.
basketball | loose ball | noun | 루즈볼 | We won the loose ball. | 루즈볼 우리가 먹었네.
basketball | loose ball | noun | 루즈볼 | Huge hustle on that loose ball. | 루즈볼 투지 좋았다.
basketball | loose ball | noun | 루즈볼 | Smart dives for loose ball. | 스마트가 루즈볼에 몸을 던졌어.
basketball | loose ball | noun | 루즈볼 | Everybody went after the loose ball. | 다들 루즈볼에 달려들었어.
basketball | loose ball | noun | 루즈볼 | He won the loose ball. | 루즈볼을 따냈어.
basketball | loose ball | noun | 루즈볼 | Huge hustle on the loose ball. | 루즈볼 허슬이 좋았어.
basketball | lottery | noun | 로터리 | Spurs win the draft lottery. | 스퍼스가 드래프트 로터리에 당첨됐어.
basketball | lottery | noun | 로터리 | They landed a lottery pick. | 로터리 픽을 얻었어.
basketball | lottery | noun | 로터리 | This team is headed for the lottery. | 로터리행이 유력해.
basketball | lottery | noun | 로터리 | The lottery changed everything. | 로터리가 모든 걸 바꿨어.
basketball | low block | noun | 로우 블록 | Duncan sets up at low block. | 던컨이 로우 블록에 자리 잡았어.
basketball | low block | noun | 로우 블록 | Feed him on the low block. | 로우 블록에 공 넣어줘.
basketball | low block | noun | 로우 블록 | He scored from the low block. | 로우 블록에서 득점했어.
basketball | low block | noun | 로우 블록 | Strong position on the low block. | 로우 블록 자리 싸움이 좋았어.
basketball | low post | noun | 로우 포스트 | Shaq dominates the low post. | 샤크가 로우 포스트를 지배했어.
basketball | low post | noun | 로우 포스트 | Get him the ball in the low post. | 로우 포스트에 공 넣어.
basketball | low post | noun | 로우 포스트 | He sealed his man in the low post. | 로우 포스트에서 자리 잡았어.
basketball | low post | noun | 로우 포스트 | They attacked through the low post. | 로우 포스트 중심으로 공격했어.
basketball | Luka Doncic | noun | 루카 돈치치 | Luka Doncic hunted the mismatch. | 루카 돈치치가 미스매치를 노렸어.
basketball | Luka Doncic | noun | 루카 돈치치 | Luka Doncic hit the step-back three. | 루카 돈치치가 스텝백 3점을 넣었어.
basketball | Luka Doncic | noun | 루카 돈치치 | Luka Doncic slowed the game down. | 루카 돈치치가 경기 속도를 늦췄어.
basketball | Luka Doncic | noun | 루카 돈치치 | Luka Doncic got wherever he wanted. | 루카 돈치치가 원하는 곳으로 다 갔어.
basketball | luxury tax | noun | 사치세 | Balmer pays the luxury tax. | 발머가 사치세를 내고 있어.
basketball | luxury tax | noun | 사치세 | They're deep into the luxury tax. | 사치세를 많이 내고 있어.
basketball | luxury tax | noun | 사치세 | Winning teams often pay luxury tax. | 강팀은 사치세를 내는 경우가 많아.
basketball | luxury tax | noun | 사치세 | The luxury tax bill is huge. | 사치세 규모가 엄청나.
basketball | man-to-man | noun | 대인 방어 | Avery Bradley plays tough man-to-man. | 에이버리 브래들리의 강한 대인 방어.
basketball | man-to-man | noun | 대인 방어 | They switched to man-to-man. | 대인 방어로 바꿨어.
basketball | man-to-man | noun | 대인 방어 | Solid man-to-man defense. | 대인 방어 좋았어.
basketball | man-to-man | noun | 대인 방어 | Stay locked in man-to-man. | 대인 방어 집중해.
basketball | Manu Ginobili | noun | 마누 지노빌리 | Manu Ginobili slipped through the defense. | 마누 지노빌리가 수비 사이를 파고들었어.
basketball | Manu Ginobili | noun | 마누 지노빌리 | Manu Ginobili finished with a euro step. | 마누 지노빌리가 유로스텝으로 마무리했어.
basketball | Manu Ginobili | noun | 마누 지노빌리 | Manu Ginobili sparked the second unit. | 마누 지노빌리가 벤치 멤버들을 이끌었어.
basketball | Manu Ginobili | noun | 마누 지노빌리 | Manu Ginobili made another winning play. | 마누 지노빌리가 또 중요한 플레이를 했어.
basketball | max contract | noun | 맥스 계약 | Brown signs a max contract. | 브라운이 맥스 계약을 맺었어.
basketball | max contract | noun | 맥스 계약 | He earned a max contract. | 맥스 계약을 따냈어.
basketball | max contract | noun | 맥스 계약 | That's a full max contract. | 완전한 맥스 계약이야.
basketball | max contract | noun | 맥스 계약 | Few players deserve a max contract. | 맥스 계약 받을 선수는 많지 않아.
basketball | Michael Jordan | noun | 마이클 조던 | Michael Jordan took over in the fourth. | 마이클 조던이 4쿼터를 지배했어.
basketball | Michael Jordan | noun | 마이클 조던 | Everyone wanted to be Michael Jordan. | 다들 마이클 조던이 되고 싶어 했어.
basketball | Michael Jordan | noun | 마이클 조던 | Michael Jordan hit another game winner. | 마이클 조던이 또 위닝샷을 넣었어.
basketball | Michael Jordan | noun | 마이클 조던 | Michael Jordan changed the game. | 마이클 조던은 농구를 바꿨어.
basketball | mismatch | noun | 미스매치 | Doncic attacks the obvious mismatch. | 돈치치 미스매치 공략한다.
basketball | mismatch | noun | 미스매치 | Find the mismatch. | 미스매치 찾아.
basketball | mismatch | noun | 미스매치 | That's a huge mismatch. | 완전 미스매치네.
basketball | mismatch | noun | 미스매치 | Keep attacking the mismatch. | 계속 미스매치 파.
basketball | mismatch | noun | 미스매치 | LeBron hunts for the mismatch. | 르브론이 미스매치를 노려.
basketball | mismatch | noun | 미스매치 | Attack the mismatch. | 미스매치 공략해.
basketball | mismatch | noun | 미스매치 | That's a huge mismatch. | 엄청난 미스매치야.
basketball | mismatch | noun | 미스매치 | They found the mismatch early. | 초반부터 미스매치를 찾았어.
basketball | Moses Malone | noun | 모지스 말론 | Moses Malone grabbed the offensive rebound. | 모지스 말론이 공격 리바운드를 잡았어.
basketball | Moses Malone | noun | 모지스 말론 | Moses Malone owned the glass. | 모지스 말론이 리바운드를 지배했어.
basketball | Moses Malone | noun | 모지스 말론 | Moses Malone got another putback. | 모지스 말론이 풋백을 넣었어.
basketball | Moses Malone | noun | 모지스 말론 | Moses Malone worked harder than everyone. | 모지스 말론이 누구보다 열심히 뛰었어.
basketball | MVP | noun | 엠브이피 | Jokic wins his third MVP. | 요키치가 세 번째 MVP를 받았어.
basketball | MVP | noun | 엠브이피 | That's an MVP season. | MVP급 시즌이야.
basketball | MVP | noun | 엠브이피 | He's leading the MVP race. | MVP 경쟁 선두야.
basketball | MVP | noun | 엠브이피 | The MVP debate never ends. | MVP 논쟁은 끝이 없어.
basketball | net | noun | 그물 | Nothing but net for Curry. | 커리의 깔끔한 스위시야.
basketball | net | noun | 그물 | The shot barely touched the net. | 공이 그물만 스쳤어.
basketball | net | noun | 그물 | Straight through the net. | 그물만 가르며 들어갔어.
basketball | net | noun | 그물 | That one snapped the net. | 완벽하게 꽂혔어.
basketball | Nikola Jokic | noun | 니콜라 요키치 | Nikola Jokic found the backdoor cutter. | 니콜라 요키치가 백도어 컷을 찾아냈어.
basketball | Nikola Jokic | noun | 니콜라 요키치 | Nikola Jokic controlled the tempo. | 니콜라 요키치가 경기 템포를 조절했어.
basketball | Nikola Jokic | noun | 니콜라 요키치 | Nikola Jokic picked apart the defense. | 니콜라 요키치가 수비를 공략했어.
basketball | Nikola Jokic | noun | 니콜라 요키치 | Nikola Jokic posted another triple-double. | 니콜라 요키치가 또 트리플더블을 기록했어.
basketball | no-look pass | noun | 노룩 패스 | Jokic with a no-look pass. | 요키치 노룩 패스 나왔다.
basketball | no-look pass | noun | 노룩 패스 | Unreal no-look pass. | 노룩 패스 미쳤다.
basketball | no-look pass | noun | 노룩 패스 | He fooled everyone. | 전부 속였네.
basketball | no-look pass | noun | 노룩 패스 | That's vintage Jokic. | 요키치다운 노룩 패스네.
basketball | offensive glass | noun | 오펜스 리바운드 | Rodman crashes the offensive glass. | 로드맨 오펜스 리바운드 간다.
basketball | offensive glass | noun | 오펜스 리바운드 | Own the offensive glass. | 공격 리바운드 잡아.
basketball | offensive glass | noun | 오펜스 리바운드 | We lost the offensive glass battle. | 공격 리바운드 밀렸네.
basketball | offensive glass | noun | 오펜스 리바운드 | He lives on the offensive glass. | 공격 리바운드 장인이네.
basketball | offensive rebound | noun | 공격 리바운드 | Adams dominates the offensive rebound. | 아담스가 공격 리바운드를 지배했어.
basketball | offensive rebound | noun | 공격 리바운드 | Huge offensive rebound by Jokic. | 요키치의 큰 공격 리바운드야.
basketball | offensive rebound | noun | 공격 리바운드 | They gave up too many offensive rebounds. | 공격 리바운드를 너무 많이 내줬어.
basketball | offensive rebound | noun | 공격 리바운드 | That offensive rebound led to a three. | 그 공격 리바운드가 3점으로 이어졌어.
basketball | Oscar Robertson | noun | 오스카 로버트슨 | Oscar Robertson filled up the stat sheet. | 오스카 로버트슨이 스탯을 가득 채웠어.
basketball | Oscar Robertson | noun | 오스카 로버트슨 | Oscar Robertson controlled the game. | 오스카 로버트슨이 경기를 지배했어.
basketball | Oscar Robertson | noun | 오스카 로버트슨 | Oscar Robertson pushed the pace. | 오스카 로버트슨이 템포를 끌어올렸어.
basketball | Oscar Robertson | noun | 오스카 로버트슨 | Oscar Robertson found the open man. | 오스카 로버트슨이 빈 선수를 찾았어.
basketball | outlet pass | noun | 아웃렛 패스 | Love's full-court outlet pass. | 러브의 전매특허 아웃렛 패스.
basketball | outlet pass | noun | 아웃렛 패스 | Great outlet pass. | 아웃렛 패스 좋았다.
basketball | outlet pass | noun | 아웃렛 패스 | The outlet pass started the break. | 아웃렛 패스로 속공 시작했네.
basketball | outlet pass | noun | 아웃렛 패스 | Hit him with the outlet pass. | 아웃렛 패스 찔러줘.
basketball | overtime | noun | 연장전 | The Finals go to overtime. | 파이널이 연장전으로 갔어.
basketball | overtime | noun | 연장전 | We're headed to overtime. | 연장전 간다.
basketball | overtime | noun | 연장전 | Huge shot to force overtime. | 연장전으로 가는 큰 슛이야.
basketball | overtime | noun | 연장전 | They survived in overtime. | 연장전 끝에 이겼어.
basketball | pace | noun | 페이스 | Pacers play with fast pace. | 페이서스는 빠른 페이스로 뛰어.
basketball | pace | noun | 페이스 | They pushed the pace all game. | 경기 내내 페이스를 올렸어.
basketball | pace | noun | 페이스 | The pace slowed down. | 페이스가 느려졌어.
basketball | pace | noun | 페이스 | Control the pace. | 페이스를 조절해.
basketball | paint | noun | 페인트존 | Giannis dominates in the paint. | 야니스가 페인트존을 지배해.
basketball | paint | noun | 페인트존 | Keep him out of the paint. | 페인트존 진입을 막아.
basketball | paint | noun | 페인트존 | They owned the paint tonight. | 오늘 페인트존을 장악했어.
basketball | paint | noun | 페인트존 | Easy points in the paint. | 페인트존에서 쉽게 득점했어.
basketball | Paolo Banchero | noun | 파올로 반케로 | Paolo Banchero got to the paint. | 파올로 반케로가 페인트존으로 들어갔어.
basketball | Paolo Banchero | noun | 파올로 반케로 | Paolo Banchero powered through contact. | 파올로 반케로가 몸싸움을 이겨냈어.
basketball | Paolo Banchero | noun | 파올로 반케로 | Paolo Banchero created his own shot. | 파올로 반케로가 스스로 슛을 만들었어.
basketball | Paolo Banchero | noun | 파올로 반케로 | Paolo Banchero carried the offense. | 파올로 반케로가 공격을 이끌었어.
basketball | passing lane | noun | 패싱 라인 | Butler jumps the passing lane. | 버틀러가 패싱 라인 끊었네.
basketball | passing lane | noun | 패싱 라인 | Watch the passing lane. | 패싱 라인 조심해.
basketball | passing lane | noun | 패싱 라인 | He reads the passing lane well. | 패싱 라인 읽는 게 좋네.
basketball | passing lane | noun | 패싱 라인 | They clogged every passing lane. | 패싱 라인을 다 막아놨네.
basketball | Patrick Ewing | noun | 패트릭 유잉 | Patrick Ewing scored from the post. | 패트릭 유잉이 포스트에서 득점했어.
basketball | Patrick Ewing | noun | 패트릭 유잉 | Patrick Ewing knocked down the jumper. | 패트릭 유잉이 점퍼를 넣었어.
basketball | Patrick Ewing | noun | 패트릭 유잉 | Patrick Ewing controlled the paint. | 패트릭 유잉이 골밑을 장악했어.
basketball | Patrick Ewing | noun | 패트릭 유잉 | Patrick Ewing came up with the block. | 패트릭 유잉이 블록을 기록했어.
basketball | Paul Pierce | noun | 폴 피어스 | Paul Pierce got to his spot. | 폴 피어스가 자기 자리로 갔어.
basketball | Paul Pierce | noun | 폴 피어스 | Paul Pierce knocked down the jumper. | 폴 피어스가 점퍼를 넣었어.
basketball | Paul Pierce | noun | 폴 피어스 | Paul Pierce came through in crunch time. | 폴 피어스가 승부처에 해줬어.
basketball | Paul Pierce | noun | 폴 피어스 | Paul Pierce slowed the game down. | 폴 피어스가 경기 템포를 늦췄어.
basketball | Peja Stojakovic | noun | 페자 스토야코비치 | Peja Stojakovic let it fly from deep. | 페자 스토야코비치가 멀리서 쐈어.
basketball | Peja Stojakovic | noun | 페자 스토야코비치 | Peja Stojakovic drilled the three. | 페자 스토야코비치가 3점을 꽂았어.
basketball | Peja Stojakovic | noun | 페자 스토야코비치 | Peja Stojakovic got free off the screen. | 페자 스토야코비치가 스크린으로 벗어났어.
basketball | Peja Stojakovic | noun | 페자 스토야코비치 | Peja Stojakovic stretched the floor. | 페자 스토야코비치가 공간을 넓혔어.
basketball | penetrate | verb | 돌파하다 | He penetrated the defense. | 수비를 돌파했어.
basketball | penetrate | verb | 돌파하다 | Maxey penetrated the lane. | 맥시가 페인트존을 돌파했어.
basketball | penetrate | verb | 돌파하다 | He penetrated off the screen. | 스크린 후 돌파했어.
basketball | penetrate | verb | 돌파하다 | He penetrated the gap. | 수비 틈을 돌파했어.
basketball | Penny Hardaway | noun | 페니 하더웨이 | Penny Hardaway broke down the defense. | 페니 하더웨이가 수비를 무너뜨렸어.
basketball | Penny Hardaway | noun | 페니 하더웨이 | Penny Hardaway finished at the rim. | 페니 하더웨이가 림에서 마무리했어.
basketball | Penny Hardaway | noun | 페니 하더웨이 | Penny Hardaway delivered a dime. | 페니 하더웨이가 멋진 어시스트를 했어.
basketball | Penny Hardaway | noun | 페니 하더웨이 | Penny Hardaway controlled the game. | 페니 하더웨이가 경기를 지배했어.
basketball | PER | noun | 선수 효율성 지수 | Jokic leads in PER. | 요키치가 PER 1위야.
basketball | PER | noun | 선수 효율성 지수 | His PER keeps climbing. | PER가 계속 오르고 있어.
basketball | PER | noun | 선수 효율성 지수 | That's an elite PER. | 엄청난 PER이야.
basketball | PER | noun | 선수 효율성 지수 | Few players reach that PER. | 그런 PER은 드물어.
basketball | perimeter | noun | 외곽 | Elite defense on the perimeter. | 외곽 수비가 뛰어나.
basketball | perimeter | noun | 외곽 | They move the ball around the perimeter. | 외곽으로 공을 돌려.
basketball | perimeter | noun | 외곽 | He's a threat on the perimeter. | 외곽에서 위협적이야.
basketball | perimeter | noun | 외곽 | Protect the perimeter. | 외곽 수비해.
basketball | pick | noun | 스크린 | Malone sets the pick. | 말론이 스크린을 걸었어.
basketball | pick | noun | 스크린 | Use the pick and attack. | 스크린 받고 들어가.
basketball | pick | noun | 스크린 | The pick created an open shot. | 스크린으로 오픈 찬스가 났어.
basketball | pick | noun | 스크린 | He came off the pick perfectly. | 스크린을 완벽하게 활용했어.
basketball | pick | verb | 스크린하다 | He picked for the ball handler. | 볼 핸들러에게 스크린했어.
basketball | pick | verb | 스크린하다 | Adams picked for Ja. | 아담스가 자를 위해 스크린했어.
basketball | pick | verb | 스크린하다 | He picked and slipped. | 스크린 후 슬립했어.
basketball | pick | verb | 스크린하다 | He picked on the wing. | 윙에서 스크린했어.
basketball | pick-and-pop | noun | 픽앤팝 | Nowitzki in the pick-and-pop. | 노비츠키의 픽앤팝.
basketball | pick-and-pop | noun | 픽앤팝 | Nice pick-and-pop three. | 픽앤팝 3점 좋았어.
basketball | pick-and-pop | noun | 픽앤팝 | They scored off the pick-and-pop. | 픽앤팝으로 득점했어.
basketball | pick-and-pop | noun | 픽앤팝 | The pick-and-pop worked perfectly. | 픽앤팝이 완벽하게 통했어.
basketball | pick-and-roll | noun | 픽앤롤 | Stockton and Malone pick-and-roll. | 스톡턴과 말론의 픽앤롤.
basketball | pick-and-roll | noun | 픽앤롤 | Run the pick-and-roll again. | 픽앤롤 한 번 더 가자.
basketball | pick-and-roll | noun | 픽앤롤 | Their pick-and-roll is deadly. | 픽앤롤이 정말 위협적이야.
basketball | pick-and-roll | noun | 픽앤롤 | The pick-and-roll opened everything up. | 픽앤롤로 공격이 풀렸어.
basketball | pickpocket | noun | 스틸 | Alvarado gets the sneaky pickpocket. | 알바라도가 몰래 스틸했네.
basketball | pickpocket | noun | 스틸 | Nice pickpocket there. | 스틸 좋았다.
basketball | pickpocket | noun | 스틸 | He got a clean pickpocket. | 깔끔하게 스틸했네.
basketball | pickpocket | noun | 스틸 | That's his third pickpocket. | 벌써 스틸 3개째야.
basketball | pickpocket | noun | 스틸 | Alvarado the grand theft pickpocket. | 알바라도가 또 공을 훔쳤어.
basketball | pickpocket | noun | 스틸 | That's a clean pickpocket. | 완벽한 스틸이야.
basketball | pickpocket | noun | 스틸 | He came up with a pickpocket. | 스틸 하나를 만들어냈어.
basketball | pickpocket | noun | 스틸 | Quick hands for the pickpocket. | 손이 빨라서 스틸했어.
basketball | pickpocket | verb | 스틸하다 | Alvarado pickpocketed him. | 알바라도가 스틸했어.
basketball | pickpocket | verb | 스틸하다 | He pickpocketed the ball handler. | 볼 핸들러 상대로 스틸했어.
basketball | pickpocket | verb | 스틸하다 | He turned and pickpocketed him. | 돌아서 스틸했어.
basketball | pickpocket | verb | 스틸하다 | He pickpocketed him near half court. | 하프코트 근처에서 스틸했어.
basketball | playmaker | noun | 플레이메이커 | Doncic is an elite playmaker. | 돈치치는 엘리트 플레이메이커야.
basketball | playmaker | noun | 플레이메이커 | He's the team's best playmaker. | 팀 최고의 플레이메이커야.
basketball | playmaker | noun | 플레이메이커 | The offense runs through the playmaker. | 공격이 플레이메이커 중심으로 돌아가.
basketball | playmaker | noun | 플레이메이커 | Every contender needs a playmaker. | 우승권 팀엔 플레이메이커가 필요해.
basketball | playoffs | noun | 플레이오프 | Jimmy Butler in the playoffs. | 플레이오프의 지미 버틀러.
basketball | playoffs | noun | 플레이오프 | The playoffs are different. | 플레이오프는 달라.
basketball | playoffs | noun | 플레이오프 | They clinched a playoffs spot. | 플레이오프 진출을 확정했어.
basketball | playoffs | noun | 플레이오프 | He always steps up in the playoffs. | 플레이오프만 되면 살아나.
basketball | plus-minus | noun | 득실마진 | Curry has highest plus-minus. | 커리가 최고 득실마진을 기록했어.
basketball | plus-minus | noun | 득실마진 | His plus-minus was impressive. | 득실마진이 좋았어.
basketball | plus-minus | noun | 득실마진 | Check the plus-minus numbers. | 득실마진 수치를 봐.
basketball | plus-minus | noun | 득실마진 | He led the team in plus-minus. | 팀 내 득실마진 1위야.
basketball | point forward | noun | 포인트 포워드 | LeBron is a point forward. | 르브론은 포인트 포워드야.
basketball | point forward | noun | 포인트 포워드 | He plays like a point forward. | 포인트 포워드 스타일이야.
basketball | point forward | noun | 포인트 포워드 | The offense runs through the point forward. | 포인트 포워드 중심으로 공격해.
basketball | point forward | noun | 포인트 포워드 | Few players can be a point forward. | 포인트 포워드는 아무나 못 해.
basketball | point guard | noun | 포인트 가드 | Curry is a point guard. | 커리는 포인트 가드야.
basketball | point guard | noun | 포인트 가드 | We need a true point guard. | 정통 포인트 가드가 필요해.
basketball | point guard | noun | 포인트 가드 | He's one of the best point guards. | 최고의 포인트 가드 중 하나야.
basketball | point guard | noun | 포인트 가드 | The point guard controls the pace. | 포인트 가드가 경기 속도를 조절해.
basketball | points in the paint | noun | 페인트존 득점 | Zion dominates points in the paint. | 자이언은 페인트존 득점이 많아.
basketball | points in the paint | noun | 페인트존 득점 | They won the points in the paint battle. | 페인트존 득점에서 앞섰어.
basketball | points in the paint | noun | 페인트존 득점 | Points in the paint kept them alive. | 페인트존 득점으로 버텼어.
basketball | points in the paint | noun | 페인트존 득점 | The gap in points in the paint was huge. | 페인트존 득점 차이가 컸어.
basketball | poke | verb | 스틸하다 | He poked the ball loose. | 스틸했어.
basketball | poke | verb | 스틸하다 | Smart poked it away. | 스마트가 스틸했어.
basketball | poke | verb | 스틸하다 | He reached in and poked it free. | 손 뻗어서 스틸했어.
basketball | poke | verb | 스틸하다 | He poked the ball out. | 스틸했어.
basketball | pop | verb | 팝하다 | He popped to the arc. | 3점 라인으로 팝했어.
basketball | pop | verb | 팝하다 | Towns popped for three. | 타운스가 팝했어.
basketball | pop | verb | 팝하다 | He popped after the screen. | 스크린 후 팝했어.
basketball | pop | verb | 팝하다 | He popped to the wing. | 윙으로 팝했어.
basketball | pop | verb | 팝하다 | He popped out beyond the arc. | 3점 라인 밖으로 팝했어.
basketball | pop | verb | 팝하다 | The big popped for an open jumper. | 빅맨이 오픈 점퍼 위해 팝했어.
basketball | pop | verb | 팝하다 | He popped after setting the screen. | 스크린 후 바로 팝했어.
basketball | pop | verb | 팝하다 | Pop when both defenders collapse. | 수비 둘 다 몰리면 팝해.
basketball | possession | noun | 공격권 | Crucial possession for the Lakers. | 레이커스의 중요한 공격권이야.
basketball | possession | noun | 공격권 | They need this possession. | 이번 공격권이 중요해.
basketball | possession | noun | 공격권 | Empty possession there. | 공격권을 허무하게 날렸어.
basketball | possession | noun | 공격권 | Every possession matters now. | 이제 공격권 하나하나가 중요해.
basketball | post up | verb | 포스트업하다 | He posted up the guard. | 가드 상대로 포스트업했어.
basketball | post up | verb | 포스트업하다 | Jokic posted up deep. | 요키치가 깊게 포스트업했어.
basketball | post up | verb | 포스트업하다 | He posted up on the block. | 블록에서 포스트업했어.
basketball | post up | verb | 포스트업하다 | Keep posting up the mismatch. | 미스매치 상대로 계속 포스트업해.
basketball | post up | verb | 포스트업하다 | He posted up on the left block. | 왼쪽 블록에서 포스트업했어.
basketball | post up | verb | 포스트업하다 | Jokic posted up deep in the paint. | 요키치가 페인트존 깊게 포스트업했어.
basketball | post up | verb | 포스트업하다 | He posted up against the smaller guard. | 작은 가드 상대로 포스트업했어.
basketball | post up | verb | 포스트업하다 | Post up whenever you get mismatch. | 미스매치 나오면 포스트업해.
basketball | post-up | noun | 포스트업 | Embiid dominating the post-up. | 엠비드가 포스트업을 지배했어.
